id,source_locale,target_locale,source,target,entities,from,source_no_punct,target_no_punc,code_switch
ff816222,it,en,Did The Thing come out before Halloween?,La cosa è uscito prima di Halloween?,['Q210756'],mintaka,Did The Thing come out before Halloween ?,La cosa è uscito prima di Halloween ?,Did Thing come out before Halloween ?
306c2b74,it,en,"Who has won more Academy Awards, Helen Mirren or Cate Blanchett?","Chi ha vinto più Premi Oscar, Helen Mirren o Cate Blanchett?",['Q19020'],mintaka,Who has won more Academy Awards Helen Mirren or Cate Blanchett ?,Chi ha vinto più Premi Oscar Helen Mirren o Cate Blanchett ?,Who has won more loscar Helen Mirren or Cate Blanchett ?
b7a18689,it,en,"Which horror movie made more money at the US Box Office, The Happening (2008) or The Conjuring (2013)?","Quale film horror ha registrato più incassi al Box Office USA, E venne il giorno (2008) o The Conjuring (2013)?",['Q681092'],mintaka,Which horror movie made more money at the US Box Office The Happening 2008 or The Conjuring 2013 ?,Quale film horror ha registrato più incassi al Box Office USA E venne il giorno 2008 o The Conjuring 2013 ?,Which horror movie made more money at the Box_Office_USA or The_Conjuring ?
0b9c0743,it,en,Did Tom Hanks get his first Academy Award nomination for Big or Sleepless in Seattle?,Tom Hanks ha ottenuto la sua prima nomina al Premio Oscar per Insonnia d'amore?,"['Q19020', 'Q107167']",mintaka,Did Tom Hanks get his first Academy Award nomination for Big or Sleepless in Seattle ?,Tom Hanks ha ottenuto la sua prima nomina al Premio Oscar per Insonnia damore ?,Did Tom_Hanks get his first Premio_Oscar nomination for Insonnia_damore ?
5f3de4a8,it,en,"Who is older, Anna Faris or Jennifer Aniston?","Chi è più grande, Anna Farris o Jennifer Aniston?",['Q4491'],mintaka,Who is older Anna Faris or Jennifer Aniston ?,Chi è più grande Anna Farris o Jennifer Aniston ?,Who is older Anna_Farris or Jennifer_Aniston ?
4c5901ae,it,en,"Which movie had a bigger budget, The Wizard of Oz or Gone With The Wind?","Quale film ha avuto il budget più alto, Il mago di Oz o Via col vento?","['Q2875', 'Q193695']",mintaka,Which movie had a bigger budget The Wizard of Oz or Gone With The Wind ?,Quale film ha avuto il budget più alto Il mago di Oz o Via col vento ?,Which movie had a bigger budget Il_mago_di_Oz or Via_col_vento ?
375001ec,it,en,Was The Godfather released after 1970?,"""Il padrino"" è uscito dopo il 1970?",['Q47703'],mintaka,Was The Godfather released after 1970 ?,Il padrino è uscito dopo il 1970 ?,Was Il_Padrino released after 1970 ?
3263c8a7,it,en,Did Avengers or The Lion King have the highest budget in 2019?,Avengers o Il re leone hanno avuto il budget più grande nel 2019?,['Q27044293'],mintaka,Did Avengers or The Lion King have the highest budget in 2019 ?,Avengers o Il re leone hanno avuto il budget più grande nel 2019 ?,Did Avengers or Il_re_leone have the highest budget in 2019 ?
713f2368,it,en,"Which movie won more Academy Awards, Titanic or Slumdog Millionaire?","Quale film ha vinto più Premi Oscar, Titanic o Slumdog Millionaire?",['Q19020'],mintaka,Which movie won more Academy Awards Titanic or Slumdog Millionaire ?,Quale film ha vinto più Premi Oscar Titanic o Slumdog Millionaire ?,Which movie won more loscar Titanic or The_Millionaire ?
2748e966,it,en,Did The Devil's Rejects come out after 2003?,Il film La casa del diavolo è uscito dopo il 2003?,['Q1534510'],mintaka,Did The Devils Rejects come out after 2003 ?,Il film La casa del diavolo è uscito dopo il 2003 ?,Did La_casa_del_diavolo come out after 2003 ?
100e5d98,it,en,Did True Romance come out before 1995?,Una vita al massimo è uscito prima del 1995?,['Q1127709'],mintaka,Did True Romance come out before 1995 ?,Una vita al massimo è uscito prima del 1995 ?,Did Una_vita_al_massimo come out before 1995 ?
bc81a65c,it,en,Was The Notebook released in 2004?,Le pagine della nostra vita è uscito nel 2004?,['Q223374'],mintaka,Was The Notebook released in 2004 ?,Le pagine della nostra vita è uscito nel 2004 ?,Was Le_pagine_della_nostra_vita released in 2004 ?
7175a825,it,en,"Between The Notebook and Dear John, which movie was more profitable worldwide?","Tra Le pagine della nostra vita e Dear John, quale film ha avuto più incassi a livello mondiale?",['Q223374'],mintaka,Between The Notebook and Dear John which movie was more profitable worldwide ?,Tra Le pagine della nostra vita e Dear John quale film ha avuto più incassi a livello mondiale ?,Between Le_pagine_della_nostra_vita and Dear_John which movie was more profitable worldwide ?
f73dac8e,it,en,Did Avengers: Endgame gross more than Black Panther?,Avengers Endgame ha avuto più incassi di Black Panther?,['Q23781155'],mintaka,Did Avengers Endgame gross more than Black Panther ?,Avengers Endgame ha avuto più incassi di Black Panther ?,Did Avengers_Endgame gross more than Black_Panther ?
efaacc4d,it,en,Did The Piano come out before 1996?,Lezioni di piano è uscito prima del 1996?,['Q117315'],mintaka,Did The Piano come out before 1996 ?,Lezioni di piano è uscito prima del 1996 ?,Did Lezioni_di_piano come out before 1996 ?
c476b4a4,it,en,Was Men in Black released the same year as Tomorrow Never Dies?,Men in Black è uscito nello stesso anno di Il domani non muore mai?,['Q207916'],mintaka,Was Men in Black released the same year as Tomorrow Never Dies ?,Men in Black è uscito nello stesso anno di Il domani non muore mai ?,Was Men_in_Black released the same year as Il_domani_non_muore_mai ?
d711d5f0,it,en,Was Air Force One released the same year as As Good as It Gets?,Air Force One è uscito nello stesso anno di Qualcosa è cambiato?,['Q221594'],mintaka,Was Air Force One released the same year as As Good as It Gets ?,Air Force One è uscito nello stesso anno di Qualcosa è cambiato ?,Was Air_Force_One released the same year as Qualcosa_è_cambiato ?
0d9c0aba,it,en,Was The Fifth Element released the same year as The Full Monty?,Il quinto elemento è uscito nello stesso anno di Squattrinati organizzati?,['Q106506'],mintaka,Was The Fifth Element released the same year as The Full Monty ?,Il quinto elemento è uscito nello stesso anno di Squattrinati organizzati ?,Was The Il_quinto_elemento released the same year as Full_Monty_-_Squattrinati_organizzati ?
e182d6c8,it,en,Is Tom Holland older than Tobey Maguire?,Tom Holland è più grande di Toby Maguire?,['Q165524'],mintaka,Is Tom Holland older than Tobey Maguire ?,Tom Holland è più grande di Toby Maguire ?,Is Tom_Holland older than Toby_Maguire ?
a978ad84,it,en,Did The Sandlot come out before 1990?,I ragazzi vincenti è uscito prima del 1990?,['Q2369793'],mintaka,Did The Sandlot come out before 1990 ?,I ragazzi vincenti è uscito prima del 1990 ?,Did I_ragazzi_vincenti come out before 1990 ?
15ad15e5,it,en,"Who is older, Clint Eastwood or Cuba Gooding Jr.?","Chi è più vecchio, Clint Eastwood o Cuba Gooding Jr?",['Q136209'],mintaka,Who is older Clint Eastwood or Cuba Gooding Jr ?,Chi è più vecchio Clint Eastwood o Cuba Gooding Jr ?,Who is older Clint_Eastwood or Cuba_Gooding_Jr ?
3eb892d5,it,en,How many Teen Choice Awards has Adam Sandler won?,Quanti Teen Choice Award ha vinto Adam Sandler?,['Q391629'],mintaka,How many Teen Choice Awards has Adam Sandler won ?,Quanti Teen Choice Award ha vinto Adam Sandler ?,How many Teen_Choice_Award has Adam_Sandler won ?
d4198048,it,en,How many Lethal Weapon movies are there?,Quanti film Arma letale ci sono?,['Q462447'],mintaka,How many Lethal Weapon movies are there ?,Quanti film Arma letale ci sono ?,How many Arma_letale movies are there ?
58706029,it,en,How many of the Godfather movies did James Caan act in?,In quanti film de Il padrino ha recitato James Caan?,['Q47703'],mintaka,How many of the Godfather movies did James Caan act in ?,In quanti film de Il padrino ha recitato James Caan ?,How many of the Il_Padrino movies did James_Caan act in ?
4b5f2519,it,en,How many Academy Awards has Clint Eastwood won for Best Director?,Quanti Premi Oscar ha vinto Clint Eastwood come miglior regista?,['Q19020'],mintaka,How many Academy Awards has Clint Eastwood won for Best Director ?,Quanti Premi Oscar ha vinto Clint Eastwood come miglior regista ?,How many loscar has Clint_Eastwood won for Best Director ?
5f328d36,it,en,How many Kung Fu Panda movies are there?,Quanti film di Kong Fu Panda ci sono?,['Q2081372'],mintaka,How many Kung Fu Panda movies are there ?,Quanti film di Kong Fu Panda ci sono ?,How many Kong_Fu_Panda movies are there ?
7d2d9cdc,it,en,How many Academy Awards has Alicia Vikander won?,Quanti premi Oscar ha vinto Alicia Vikander?,['Q19020'],mintaka,How many Academy Awards has Alicia Vikander won ?,Quanti premi Oscar ha vinto Alicia Vikander ?,How many loscar has Alicia_Vikander won ?
39cbef14,it,en,How many Academy Awards has Jessica Chastain won?,Quanti premi Oscar ha vinto Jessica Chastain?,['Q19020'],mintaka,How many Academy Awards has Jessica Chastain won ?,Quanti premi Oscar ha vinto Jessica Chastain ?,How many loscar has Jessica_Chastain won ?
848c0af9,it,en,How many Academy Awards did Silence of the Lambs win?,Quanti premi Oscar ha vinto Il silenzio degli innocenti?,"['Q19020', 'Q133654']",mintaka,How many Academy Awards did Silence of the Lambs win ?,Quanti premi Oscar ha vinto Il silenzio degli innocenti ?,How many loscar did Il_silenzio_degli_innocenti win ?
7072e1d7,it,en,How many Terminator movies has Arnold Schwarzenegger been in?,In quanti film di Terminator ha recitato Arnold Schwarzanegger?,['Q2685'],mintaka,How many Terminator movies has Arnold Schwarzenegger been in ?,In quanti film di Terminator ha recitato Arnold Schwarzanegger ?,How many Terminator movies has Arnold_Schwarzanegger been in ?
315f8406,it,en,How many Academy Awards did John Wayne win?,Quanti premi Oscar ha vinto John Wayne?,['Q19020'],mintaka,How many Academy Awards did John Wayne win ?,Quanti premi Oscar ha vinto John Wayne ?,How many loscar did John_Wayne win ?
5d4ef6d0,it,en,How many Academy Awards has Clint Eastwood won for directing?,Quanti premi Oscar per la regia ha vinto Clint Eastwood?,['Q19020'],mintaka,How many Academy Awards has Clint Eastwood won for directing ?,Quanti premi Oscar per la regia ha vinto Clint Eastwood ?,How many loscar has Clint_Eastwood won for directing ?
bb0663ec,it,en,How many actors or actresses have won over three Academy Awards?,Quanti attori o attrici hanno vinto più di tre premi Oscar?,['Q19020'],mintaka,How many actors or actresses have won over three Academy Awards ?,Quanti attori o attrici hanno vinto più di tre premi Oscar ?,How many actors or actresses have won over three loscar ?
381f8789,it,en,How many Harry Potter movies did Gilderoy Lockhart appear in?,In quanti film di Harry Potter appare Gilderoy Allock?,['Q1114418'],mintaka,How many Harry Potter movies did Gilderoy Lockhart appear in ?,In quanti film di Harry Potter appare Gilderoy Allock ?,How many Harry_Potter movies did Gilderoy_Allock appear in ?
93d85d24,it,en,How many children does Han Solo have in Star Wars?,Quanti figli ha Ian Solo in Star Wars?,['Q51802'],mintaka,How many children does Han Solo have in Star Wars ?,Quanti figli ha Ian Solo in Star Wars ?,How many children does Ian_Solo have in Star_Wars ?
3c27c09c,it,en,How many Academy Awards did Black Panther win?,Quanti premi Oscar ha vinto Black Panther?,['Q19020'],mintaka,How many Academy Awards did Black Panther win ?,Quanti premi Oscar ha vinto Black Panther ?,How many loscar did Black_Panther win ?
7a859d8b,it,en,How many Academy Awards did The Father movie win?,Quanti premi Oscar ha vinto The Father?,['Q19020'],mintaka,How many Academy Awards did The Father movie win ?,Quanti premi Oscar ha vinto The Father ?,How many loscar did The_Father movie win ?
9c41b2c9,it,en,How many Academy Awards did Pulp Fiction win?,Quanti premi Oscar ha vinto Pulp Fiction?,['Q19020'],mintaka,How many Academy Awards did Pulp Fiction win ?,Quanti premi Oscar ha vinto Pulp Fiction ?,How many loscar did Pulp_Fiction win ?
666678ba,it,en,How many Guardians of the Galaxy movies are there?,Quanti film de I guardiani della Galassia ci sono?,['Q5887360'],mintaka,How many Guardians of the Galaxy movies are there ?,Quanti film de I guardiani della Galassia ci sono ?,How many I_guardiani_della_Galassia movies are there ?
4de034f6,it,en,In how many Pirates of the Caribbean movies did Johnny Depp portray Captain Jack Sparrow?,In quanti film de I Pirati dei Caraibi Johnny Depp ha interpretato il Capitano Jack Sparrow?,"['Q202857', 'Q194318']",mintaka,In how many Pirates of the Caribbean movies did Johnny Depp portray Captain Jack Sparrow ?,In quanti film de I Pirati dei Caraibi Johnny Depp ha interpretato il Capitano Jack Sparrow ?,In how many Pirati_dei_Caraibi movies did Johnny_Depp portray Captain Jack_Sparrow ?
076f55e2,it,en,How many Academy Awards has Joaquin Phoenix won?,Quanti premi Oscar ha vinto Joaquin Phoenix?,['Q19020'],mintaka,How many Academy Awards has Joaquin Phoenix won ?,Quanti premi Oscar ha vinto Joaquin Phoenix ?,How many loscar has Joaquin_Phoenix won ?
8fdec67b,it,en,How many Academy Awards has Mel Gibson won?,Quanti premi Oscar ha vinto Mel Gibson?,['Q19020'],mintaka,How many Academy Awards has Mel Gibson won ?,Quanti premi Oscar ha vinto Mel Gibson ?,How many loscar has Mel_Gibson won ?
566d11ab,it,en,How many Academy Awards has Jude Law won?,Quanti premi Oscar ha vinto Jude Law?,['Q19020'],mintaka,How many Academy Awards has Jude Law won ?,Quanti premi Oscar ha vinto Jude Law ?,How many loscar has Jude_Law won ?
4df2564a,it,en,How many Pirates of the Caribbean movies are there?,Quanti film de I Pirati dei Caraibi ci sono?,['Q194318'],mintaka,How many Pirates of the Caribbean movies are there ?,Quanti film de I Pirati dei Caraibi ci sono ?,How many Pirati_dei_Caraibi movies are there ?
f81edbc6,it,en,How many Academy Awards did Frozen win?,Quanti premi Oscar ha vinto Frozen?,['Q19020'],mintaka,How many Academy Awards did Frozen win ?,Quanti premi Oscar ha vinto Frozen ?,How many loscar did Frozen win ?
fdb461b3,it,en,How many movies are in The Twilight Saga?,Da quanti film è composta la saga di Twilight?,['Q652599'],mintaka,How many movies are in The Twilight Saga ?,Da quanti film è composta la saga di Twilight ?,How many movies are in Twilight ?
63063827,it,en,How many Academy Awards has Martin Scorsese won?,Quanti premi Oscar ha vinto Martin Scorsese?,['Q19020'],mintaka,How many Academy Awards has Martin Scorsese won ?,Quanti premi Oscar ha vinto Martin Scorsese ?,How many loscar has Martin_Scorsese won ?
8e506405,it,en,How many Back to the Future movies are there?,Quanti film di Ritorno al Futuro sono stati girati?,['Q91540'],mintaka,How many Back to the Future movies are there ?,Quanti film di Ritorno al Futuro sono stati girati ?,How many Ritorno_al_futuro movies are there ?
c9d247de,it,en,How many Star Wars movies has Chewbacca appeared in?,In quanti film di Star Wars appare Chewbecca?,['Q51803'],mintaka,How many Star Wars movies has Chewbacca appeared in ?,In quanti film di Star Wars appare Chewbecca ?,How many Star_Wars movies has Che appeared in ?
de93e875,it,en,How many Academy Awards has Christian Bale won?,Quanti premi Oscar ha vinto Christian Bale?,['Q19020'],mintaka,How many Academy Awards has Christian Bale won ?,Quanti premi Oscar ha vinto Christian Bale ?,How many loscar has Christian_Bale won ?
ec90c953,it,en,How many black actors were in Deep Blue Sea?,Quanti attori neri hanno recitato in Blu profondo?,['Q599095'],mintaka,How many black actors were in Deep Blue Sea ?,Quanti attori neri hanno recitato in Blu profondo ?,How many black actors were in Blu_profondo ?
06c03c4f,it,en,How many movies has Tom Cruise been in and been nominated for an Academy Award?,Per quanti film Tom Cruise è stato nominato per un premio Oscar?,['Q19020'],mintaka,How many movies has Tom Cruise been in and been nominated for an Academy Award ?,Per quanti film Tom Cruise è stato nominato per un premio Oscar ?,How many movies has Tom_Cruise been in and been nominated for an Premio_Oscar ?
ea9c1c9c,it,en,How many movies has John Travolta been in and been nominated for an Academy Award?,Per quanti film John Travolta è stato nominato per un premio Oscar?,['Q19020'],mintaka,How many movies has John Travolta been in and been nominated for an Academy Award ?,Per quanti film John Travolta è stato nominato per un premio Oscar ?,How many movies has John Travolta been in and been nominated for an Premio_Oscar ?
5952ca5e,it,en,How many movies has Dustin Hoffman been in and been nominated for an Academy Award?,Per quanti film Dustin Hoffman è stato nominato per un premio Oscar?,['Q19020'],mintaka,How many movies has Dustin Hoffman been in and been nominated for an Academy Award ?,Per quanti film Dustin Hoffman è stato nominato per un premio Oscar ?,How many movies has Dustin_Hoffman been in and been nominated for an Premio_Oscar ?
73f3f54f,it,en,How many Jaws movies are there?,Quanti film de Lo squalo ci sono?,['Q6166233'],mintaka,How many Jaws movies are there ?,Quanti film de Lo squalo ci sono ?,How many Squalo movies are there ?
059584aa,it,en,How many Academy Awards did the movie Titanic win?,Quanti premi Oscar ha vinto Titanic?,['Q19020'],mintaka,How many Academy Awards did the movie Titanic win ?,Quanti premi Oscar ha vinto Titanic ?,How many loscar did the movie Titanic win ?
6f7f3edf,it,en,How many hobbits are in the fellowship of the ring in The Lord of the Ring movies?,Quanti hobbit ci sono nella compagnia dell'anello nei film de Il Signore degli Anelli?,['Q190214'],mintaka,How many hobbits are in the fellowship of the ring in The Lord of the Ring movies ?,Quanti hobbit ci sono nella compagnia dellanello nei film de Il Signore degli Anelli ?,How many hobbits are in the fellowship of the ring in Il_Signore_degli_Anelli movies ?
f800746d,it,en,How many Lord of the Rings movies was Gandalf the White in?,In quanti film de Il Signore degli Anelli compare Gandalf?,['Q190214'],mintaka,How many Lord of the Rings movies was Gandalf the White in ?,In quanti film de Il Signore degli Anelli compare Gandalf ?,How many Il_signore_degli_anelli movies was Gandalf in ?
5bf0ec18,it,en,Which 1940 Disney movie did not feature the Little Mermaid as a character?,In quale film della Disney del 1940 non appare il personaggio della Sirenetta?,['Q190135'],mintaka,Which 1940 Disney movie did not feature the Little Mermaid as a character ?,In quale film della Disney del 1940 non appare il personaggio della Sirenetta ?,Which 1940 Disney movie did not feature the La_sirenetta as a character ?
5a7a384e,it,en,Which 1952 Gene Kelly movie failed to earn a Best Picture nod at the Oscars that year?,Qual è il film di Gene Kelly del 1952 che non ha ricevuto la candidatura per il premio Oscar al miglior film di quell'anno?,"['Q102427', 'Q19020']",mintaka,Which 1952 Gene Kelly movie failed to earn a Best Picture nod at the Oscars that year ?,Qual è il film di Gene Kelly del 1952 che non ha ricevuto la candidatura per il premio Oscar al miglior film di quellanno ?,Which 1952 Gene_Kelly movie failed to earn a Oscar_al_miglior_film nod at the Oscar that year ?
861e653d,it,en,Which Harry Potter movie was Dumbledore not alive in?,In quale film di Harry Potter Albus Silente non è più in vita?,['Q712548'],mintaka,Which Harry Potter movie was Dumbledore not alive in ?,In quale film di Harry Potter Albus Silente non è più in vita ?,Which Harry_Potter movie was Albus_Silente not alive in ?
15e8a708,it,en,"Which movie did Gollum not survive in, in Lord of the Rings?",In quale film de Il Signore degli Anelli Gollum non sopravvive?,['Q190214'],mintaka,Which movie did Gollum not survive in in Lord of the Rings ?,In quale film de Il Signore degli Anelli Gollum non sopravvive ?,Which movie did Gollum not survive in in Il_signore_degli_anelli ?
eaa9d643,it,en,Which Harry Potter movie did Dumbledore not survive through?,In quale film di Harry Potter Albus Silente muore?,['Q712548'],mintaka,Which Harry Potter movie did Dumbledore not survive through ?,In quale film di Harry Potter Albus Silente muore ?,Which Harry_Potter movie did Albus_Silente not survive through ?
4e054acb,it,en,Which actor played Dumbledore in the first Harry Potter movie but not the third?,Quale attore interpretò Albus Silente nel primo Harry Potter ma non nel terzo?,['Q712548'],mintaka,Which actor played Dumbledore in the first Harry Potter movie but not the third ?,Quale attore interpretò Albus Silente nel primo Harry Potter ma non nel terzo ?,Which actor played Albus_Silente in the first Harry_Potter movie but not the third ?
dfa95487,it,en,Which Twilight Saga movie did Anna Kendrick not appear in?,In quale film della saga di Twilight non ha recitato Anna Kendrick?,['Q652599'],mintaka,Which Twilight Saga movie did Anna Kendrick not appear in ?,In quale film della saga di Twilight non ha recitato Anna Kendrick ?,Which Twilight movie did Anna_Kendrick not appear in ?
5d65d703,it,en,Which Pirates of the Caribbean movie did Keira Knightley not appear in?,In quale film de I pirati dei caraibi non ha recitato Keira Knightley?,['Q194318'],mintaka,Which Pirates of the Caribbean movie did Keira Knightley not appear in ?,In quale film de I pirati dei caraibi non ha recitato Keira Knightley ?,Which Pirati_dei_Caraibi movie did Keira_Knightley not appear in ?
6b22aff8,it,en,Which Lord of the Rings movie did not get nominated for the Best Director Oscar?,Quale film del Signore degli Anelli non ha ricevuto alcuna candidatura agli Oscar come miglior regia?,['Q190214'],mintaka,Which Lord of the Rings movie did not get nominated for the Best Director Oscar ?,Quale film del Signore degli Anelli non ha ricevuto alcuna candidatura agli Oscar come miglior regia ?,Which Il_signore_degli_anelli movie did not get nominated for the Oscar ?
1402f805,it,en,Which was the first DC Extended Universe movie to not involve Charles Roven as a producer?,Qual è stato il primo film della DC Extended Universe dove non figura Charlese Roven come produttore?,['Q2740357'],mintaka,Which was the first DC Extended Universe movie to not involve Charles Roven as a producer ?,Qual è stato il primo film della DC Extended Universe dove non figura Charlese Roven come produttore ?,Which was the first DC_Extended_Universe movie to not involve Charlese_Roven as a producer ?
fa08c557,it,en,Which The Godfather movie was not released in the 1970s?,Quale film de Il Padrino non è uscito negli anni ‘70?,['Q47703'],mintaka,Which The Godfather movie was not released in the 1970s ?,Quale film de Il Padrino non è uscito negli anni 70 ?,Which Il_Padrino movie was not released in the 1970s ?
f949efcc,it,en,"Which famous 1954 ""thriller"" with James Stewart did not win an Academy Award?","Quale famoso ""thriller"" del 1954 con James Stewart non ha vinto nessun premio Oscar?",['Q19020'],mintaka,Which famous 1954 thriller with James Stewart did not win an Academy Award ?,Quale famoso thriller del 1954 con James Stewart non ha vinto nessun premio Oscar ?,Which famous 1954 thriller with James Stewart did not win an Premio_Oscar ?
66e66d5d,it,en,"Who starred in ""Rebel Without a Cause"" but was not awarded an Academy Award for his/her acting?","Chi è stato protagonista di ""Gioventù bruciata"" senza però vincere alcun premio per la sua interpretazione?",['Q426346'],mintaka,Who starred in Rebel Without a Cause but was not awarded an Academy Award for hisher acting ?,Chi è stato protagonista di Gioventù bruciata senza però vincere alcun premio per la sua interpretazione ?,Who starred in Gioventù_bruciata but was not awarded an Premio_Oscar for hisher acting ?
dbce9464,it,en,Which Christopher Nolan movies were nominated for Best Picture but didn't win?,Quale film di Cristopher Nolan è stato candidato come Miglior Film ma non ha vinto?,['Q25191'],mintaka,Which Christopher Nolan movies were nominated for Best Picture but didnt win ?,Quale film di Cristopher Nolan è stato candidato come Miglior Film ma non ha vinto ?,Which Cristopher_Nolan movies were nominated for Oscar_al_miglior_film but didnt win ?
2af1f702,it,en,What was the first Home Alone movie to not feature Macaulay Culkin?,"Qual è stato il primo Mamma, ho perso l'aereo senza Macaulay Culkin?",['Q105031'],mintaka,What was the first Home Alone movie to not feature Macaulay Culkin ?,Qual è stato il primo Mamma ho perso laereo senza Macaulay Culkin ?,"What was the first Mamma,_ho_perso_l'aereo movie to not feature Macaulay_Culkin ?"
5c56b957,it,en,Which movie did Leo DiCaprio receive an Oscar nomination for in 2005 for Best Actor but did not win?,Per quale film Leonardo Di Caprio ha ricevuto una candidatura agli Oscar come miglior attore nel 2005 ma non l'ha vinto?,['Q38111'],mintaka,Which movie did Leo DiCaprio receive an Oscar nomination for in 2005 for Best Actor but did not win ?,Per quale film Leonardo Di Caprio ha ricevuto una candidatura agli Oscar come miglior attore nel 2005 ma non lha vinto ?,Which movie did Leo DiCaprio receive an Oscar nomination for in 2005 for Miglior_Attore but did not win ?
5832e733,it,en,Which Alfonso Cuarón movie did not win an Oscar in 2018 for Best Picture?,Quale film diretto da Alfonso Cuarón nel 2018 non ha vinto l'Oscar al miglior film?,['Q102427'],mintaka,Which Alfonso Cuarón movie did not win an Oscar in 2018 for Best Picture ?,Quale film diretto da Alfonso Cuarón nel 2018 non ha vinto lOscar al miglior film ?,Which Alfonso Cuarón movie did not win an Oscar in 2018 for Oscar_al_miglior_film ?
9f61e8d8,it,en,Which Scorsese movie has won an Oscar for Best Director without De Niro participating in the project?,Quale film di Scorsese ha vinto l'Oscar al miglior regista senza la partecipazione di De Niro?,['Q103360'],mintaka,Which Scorsese movie has won an Oscar for Best Director without De Niro participating in the project ?,Quale film di Scorsese ha vinto lOscar al miglior regista senza la partecipazione di De Niro ?,Which Scorsese movie has won an Oscar for Best Director without De Niro participating in the project ?
9bcc144a,it,en,Which Lawrence of Arabia actor was nominated for Best Actor but did not win?,Quale attore di Lawrence d'Arabia è stato candidato come Miglior Attore ma non ha vinto?,['Q228186'],mintaka,Which Lawrence of Arabia actor was nominated for Best Actor but did not win ?,Quale attore di Lawrence dArabia è stato candidato come Miglior Attore ma non ha vinto ?,Which Lawrence_dArabia actor was nominated for Miglior_Attore but did not win ?
