id,source_locale,target_locale,source,target,entities,from,source_no_punct,target_no_punc,code_switch
9508d042,it,en,How many Pulitzer Prizes has Colson Whitehead won?,¿Cuántos premios Pulitzer ha ganado Colson Whitehead?,['Q46525'],mintaka,How many Pulitzer Prizes has Colson Whitehead won,Cuántos premios Pulitzer ha ganado Colson Whitehead,How many premio Pulitzer Prizes has Colson Whitehead won
2182d4d7,it,en,"Which movie made more money, Joker or Suicide Squad (2016)?",¿Qué película recaudó más dinero: Joker o El Escuadrón Suicida (2016)?,['Q18604504'],mintaka,Which movie made more money Joker or Suicide Squad 2016,Qué película recaudó más dinero Joker o El Escuadrón Suicida 2016,Which movie made more money Joker o or El Escuadrón Suicida 2016
f8f84576,it,en,Did Citizen Kane come out before 1950?,¿Ciudadano Kane se estrenó antes del año 1950?,['Q24815'],mintaka,Did Citizen Kane come out before 1950,Ciudadano Kane se estrenó antes del año 1950,Did Citizen Kane come out before 1950
47feccd4,it,en,"Which movie had a higher lifetime gross, Jurassic World or The Lion King?",¿Qué película tuvo mayor recaudación: Mundo Jurásico o El Rey León?,['Q36479'],mintaka,Which movie had a higher lifetime gross Jurassic World or The Lion King,Qué película tuvo mayor recaudación Mundo Jurásico o El Rey León,Which movie had a higher lifetime gross Mundo Jurásico or El Rey León
bb79562b,it,en,Did Inception have a bigger budget than Dunkirk?,¿Tuvo El Origen más presupuesto que Dunkerque?,['Q45797'],mintaka,Did Inception have a bigger budget than Dunkirk,Tuvo El Origen más presupuesto que Dunkerque,Did El Origen have a bigger budget than Dunkerque
306c2b74,it,en,"Who has won more Academy Awards, Helen Mirren or Cate Blanchett?",¿Quién ha ganado más premios Óscar: Hellen Mirren o Cate Blanchett?,"['Q19020', 'Q349391']",mintaka,Who has won more Academy Awards Helen Mirren or Cate Blanchett,Quién ha ganado más premios Óscar Hellen Mirren o Cate Blanchett,Who has won more premios Óscar Helen Mirren or Cate Blanchett
b7a18689,it,en,"Which horror movie made more money at the US Box Office, The Happening (2008) or The Conjuring (2013)?",¿Qué película de terror tuvo mayor recaudación en las taquillas de Estados Unidos: El Fin de los Tiempos (2008) o El Conjuro (2013)?,['Q30'],mintaka,Which horror movie made more money at the US Box Office The Happening 2008 or The Conjuring 2013,Qué película de terror tuvo mayor recaudación en las taquillas de Estados Unidos El Fin de los Tiempos 2008 o El Conjuro 2013,Which horror movie made more money at the The Happening or The El Conjuro
5f3de4a8,it,en,"Who is older, Anna Faris or Jennifer Aniston?",¿Quién es mayor: Anna Farris o Jennifer Aniston?,['Q4491'],mintaka,Who is older Anna Faris or Jennifer Aniston,Quién es mayor Anna Farris o Jennifer Aniston,Who is older Anna Farris or Jennifer Aniston
a3008693,it,en,Did Twilight come out before 1995?,¿Crepúsculo se estrenó antes de 1995?,['Q160071'],mintaka,Did Twilight come out before 1995,Crepúsculo se estrenó antes de 1995,Did Saga Crepúsculo come out before 1995
4c5901ae,it,en,"Which movie had a bigger budget, The Wizard of Oz or Gone With The Wind?",¿Qué película contó con mayor presupuesto: El mago de Oz o Lo que el viento se llevó?,"['Q2875', 'Q193695']",mintaka,Which movie had a bigger budget The Wizard of Oz or Gone With The Wind,Qué película contó con mayor presupuesto El mago de Oz o Lo que el viento se llevó,Which movie had a bigger budget El mago de Oz or Lo que el viento se llevó
375001ec,it,en,Was The Godfather released after 1970?,¿El Padrino se estrenó después de 1970?,['Q47703'],mintaka,Was The Godfather released after 1970,El Padrino se estrenó después de 1970,Was El Padrino released after 1970
d9368ed1,it,en,Were the box office earnings for The Wolf of Wall Street or Inception higher?,¿Cuál tuvo la mayor recaudación de taquilla: El Lobo de Wall Street o El Origen?,['Q1392744'],mintaka,Were the box office earnings for The Wolf of Wall Street or Inception higher,Cuál tuvo la mayor recaudación de taquilla El Lobo de Wall Street o El Origen,Were the box office earnings for El Lobo de Wall Street or El Origen higher
3263c8a7,it,en,Did Avengers or The Lion King have the highest budget in 2019?,¿Qué película tuvo el mayor presupuesto en 2019: Avengers o El Rey León?,['Q27044293'],mintaka,Did Avengers or The Lion King have the highest budget in 2019,Qué película tuvo el mayor presupuesto en 2019 Avengers o El Rey León,Did Avengers or El Rey León have the highest budget in 2019
08f05ac5,it,en,Did the movie Moonraker come out before Live and Let Die?,¿La película Misión espacial se estrenó antes que Vive y deja morir?,['Q27204'],mintaka,Did the movie Moonraker come out before Live and Let Die,La película Misión espacial se estrenó antes que Vive y deja morir,Did the movie Misión espacial come out before Vive y deja morir
4b71cec9,it,en,Did the movie Thunderball come out before 1970?,¿La película Operación trueno se estrenó antes de 1970?,['Q107724'],mintaka,Did the movie Thunderball come out before 1970,La película Operación trueno se estrenó antes de 1970,Did the movie Operación trueno come out before 1970
3723563b,it,en,Did Kill Bill: Vol. 1 come out after 2004?,¿Kill Bill: Volume 1 después de 2004?,['Q165325'],mintaka,Did Kill Bill Vol 1 come out after 2004,Kill Bill Volume 1 después de 2004,Kill Bill Volume 1 come out after 2004
7175a825,it,en,"Between The Notebook and Dear John, which movie was more profitable worldwide?","Entre Diario de una pasión y Querido John, ¿cuál película fue más rentable en todo el mundo?",['Q867138'],mintaka,Between The Notebook and Dear John which movie was more profitable worldwide,Entre Diario de una pasión y Querido John cuál película fue más rentable en todo el mundo,Between Diario de una pasión and Querido John which movie was more profitable worldwide
00cc2a94,it,en,"Which movie had a bigger budget, Doctor Sleep or Ad Astra?",¿Qué película contó con mayor presupuesto: Doctor Sueño o Ad Astra?,['Q56881169'],mintaka,Which movie had a bigger budget Doctor Sleep or Ad Astra,Qué película contó con mayor presupuesto Doctor Sueño o Ad Astra,Which movie had a bigger budget Doctor Sueño or Ad astra
908a541d,it,en,Was Harry Potter and the Deathly Hallows Part 2 released before The Hunger Games?,¿Harry Potter y las Reliquias de la Muerte: Parte 2 se estrenó antes que Los juegos del Hambre?,"['Q212965', 'Q232009']",mintaka,Was Harry Potter and the Deathly Hallows Part 2 released before The Hunger Games,Harry Potter y las Reliquias de la Muerte Parte 2 se estrenó antes que Los juegos del Hambre,Was Harry Potter Potter y las Reliquias de la Muerte Parte 2 released before Los Juegos del Hambre
c476b4a4,it,en,Was Men in Black released the same year as Tomorrow Never Dies?,¿Hombres de Negro se estrenó el mismo año que El Mañana Nunca Muere?,['Q207916'],mintaka,Was Men in Black released the same year as Tomorrow Never Dies,Hombres de Negro se estrenó el mismo año que El Mañana Nunca Muere,Was Hombres de Negro released the same year as El Mañana Nunca Muere
d711d5f0,it,en,Was Air Force One released the same year as As Good as It Gets?,¿Avión presidencial se estrenó el mismo año que Mejor...imposible?,['Q221594'],mintaka,Was Air Force One released the same year as As Good as It Gets,Avión presidencial se estrenó el mismo año que Mejorimposible,Was Air Force One released the same year as Mejorimposible
0d9c0aba,it,en,Was The Fifth Element released the same year as The Full Monty?,¿El Quinto Elemento se estrenó el mismo año que The Full Monty?,['Q106506'],mintaka,Was The Fifth Element released the same year as The Full Monty,El Quinto Elemento se estrenó el mismo año que The Full Monty,Was The El Quinto Elemento released the same year as The Full Monty
e182d6c8,it,en,Is Tom Holland older than Tobey Maguire?,¿Tom Holland es mayor que Toby Maguire?,['Q165524'],mintaka,Is Tom Holland older than Tobey Maguire,Tom Holland es mayor que Toby Maguire,Is Tom Holland older than Tobey Maguire
30f68ac6,it,en,"Which movie had a bigger budget, Pirates of the Caribbean: At World's End or Avengers: Endgame?",¿Qué película tuvo un mayor presupuesto: Piratas del Caribe: en el fin del mundo o Avengers: Endgame?,['Q54274'],mintaka,Which movie had a bigger budget Pirates of the Caribbean At Worlds End or Avengers Endgame,Qué película tuvo un mayor presupuesto Piratas del Caribe en el fin del mundo o Avengers Endgame,Which movie had a bigger budget Piratas del Caribe en el fin del mundo or Avengers Endgame
15ad15e5,it,en,"Who is older, Clint Eastwood or Cuba Gooding Jr.?",¿Quién es mayor: Clint Eastwood o Cuba Gooding Jr?,['Q136209'],mintaka,Who is older Clint Eastwood or Cuba Gooding Jr,Quién es mayor Clint Eastwood o Cuba Gooding Jr,Who is older Clint Eastwood or Cuba Gooding Jr
22d229a3,it,en,How many awards has Tobey Maguire won for Spider-Man related roles?,¿Cuántos premios ganó Tobey Maguire por su rol en Spiderman?,['Q79037'],mintaka,How many awards has Tobey Maguire won for SpiderMan related roles,Cuántos premios ganó Tobey Maguire por su rol en Spiderman,How many awards has Tobey Maguire won for Spiderman related roles
58706029,it,en,How many of the Godfather movies did James Caan act in?,¿En cuántas películas de El Padrino actuó James Caan?,['Q47703'],mintaka,How many of the Godfather movies did James Caan act in,En cuántas películas de El Padrino actuó James Caan,How many of the El Padrino movies did James Caan act in
7d2ed9a0,it,en,How many movies feature Andrew Garfield as Spider-Man?,¿En cuántas películas aparece Andrew Garfield como Spiderman?,['Q79037'],mintaka,How many movies feature Andrew Garfield as SpiderMan,En cuántas películas aparece Andrew Garfield como Spiderman,How many movies feature Andrew Garfield as Spiderman
35d96b82,it,en,In how many movies has Laurence Fishburne played the character Morpheus?,¿En cuántas películas Laurence Fishburne desempeño el papel de Morfeo?,['Q194012'],mintaka,In how many movies has Laurence Fishburne played the character Morpheus,En cuántas películas Laurence Fishburne desempeño el papel de Morfeo,In how many movies has Laurence Fishburne played the character Morfeo
46c19f73,it,en,How many Child's Play movies are there?,¿Cuántas películas de Chucky: el muñeco diabólico hay?,['Q2265493'],mintaka,How many Childs Play movies are there,Cuántas películas de Chucky el muñeco diabólico hay,How many Childs Play movies are there
9410e0f9,it,en,How many Captain America movies has Chris Evans starred in?,¿Cuántas películas de Capitán América protagonizó Chris Evans?,['Q190679'],mintaka,How many Captain America movies has Chris Evans starred in,Cuántas películas de Capitán América protagonizó Chris Evans,How many Captain América movies has Chris Evans starred in
5c6eec4e,it,en,How many feature movies grossed more than $1.4 billion in 2019?,¿Cuántas películas recaudaron más de 1.4 mil millones de dólares en el 2019?,['Q11424'],mintaka,How many feature movies grossed more than 14 billion in 2019,Cuántas películas recaudaron más de 14 mil millones de dólares en el 2019,How many feature movies grossed more than 14 billion in 2019
c4057f2a,it,en,How many feature movies grossed more than $1.6 billion in 2015?,¿Cuántas películas recaudaron más de 1.6 mil millones de dólares en el 2015?,['Q11424'],mintaka,How many feature movies grossed more than 16 billion in 2015,Cuántas películas recaudaron más de 16 mil millones de dólares en el 2015,How many feature movies grossed more than 16 billion in 2015
f67c03c4,it,en,How many Star Wars movies did Jabba the Hutt appear in?,¿En cuántas películas de La Guerra de las Galaxias apareció Jabba el Hutt?,['Q51794'],mintaka,How many Star Wars movies did Jabba the Hutt appear in,En cuántas películas de La Guerra de las Galaxias apareció Jabba el Hutt,How many Star Wars movies did Jabba the Hutt appear in
666678ba,it,en,How many Guardians of the Galaxy movies are there?,¿Cuántas películas de Guardianes de la Galaxia hay?,['Q5887360'],mintaka,How many Guardians of the Galaxy movies are there,Cuántas películas de Guardianes de la Galaxia hay,How many Guardianes de la Galaxia movies are there
4de034f6,it,en,In how many Pirates of the Caribbean movies did Johnny Depp portray Captain Jack Sparrow?,¿En cuántas de las películas de Piratas del Caribe Johnny Depp interpretó al Capitán Jack Sparrow?,"['Q202857', 'Q194318']",mintaka,In how many Pirates of the Caribbean movies did Johnny Depp portray Captain Jack Sparrow,En cuántas de las películas de Piratas del Caribe Johnny Depp interpretó al Capitán Jack Sparrow,In how many Los Piratas del Caribe movies did Johnny Depp portray Captain Jack Sparrow
4df2564a,it,en,How many Pirates of the Caribbean movies are there?,¿Cuántas películas de Piratas del Caribe hay?,['Q194318'],mintaka,How many Pirates of the Caribbean movies are there,Cuántas películas de Piratas del Caribe hay,How many Los Piratas del Caribe movies are there
07ce968b,it,en,How many children did Ron and Hermione have in Harry Potter and the Deathly Hallows?,¿Cuántos hijos tuvieron Ron y Hermione en Harry Potter y las Reliquias de la Muerte?,['Q1880543'],mintaka,How many children did Ron and Hermione have in Harry Potter and the Deathly Hallows,Cuántos hijos tuvieron Ron y Hermione en Harry Potter y las Reliquias de la Muerte,How many children did Ron and Hermione have in Harry Potter Potter y las Reliquias de la Muerte
6f7f3edf,it,en,How many hobbits are in the fellowship of the ring in The Lord of the Ring movies?,¿Cuántos hobbits forman parte de la Comunidad del anillo en las películas de El Señor de los Anillos?,['Q190214'],mintaka,How many hobbits are in the fellowship of the ring in The Lord of the Ring movies,Cuántos hobbits forman parte de la Comunidad del anillo en las películas de El Señor de los Anillos,How many hobbits are in the fellowship of the ring in El señor de los anillos movies
f800746d,it,en,How many Lord of the Rings movies was Gandalf the White in?,¿En cuántas de las películas de El Señor de los Anillos aparece Gandalf el Blanco?,['Q190214'],mintaka,How many Lord of the Rings movies was Gandalf the White in,En cuántas de las películas de El Señor de los Anillos aparece Gandalf el Blanco,How many El señor de los anillos movies was Gandalf the White in
5bf0ec18,it,en,Which 1940 Disney movie did not feature the Little Mermaid as a character?,¿En qué película de Disney del año 1940 La Sirenita no aparece como un personaje?,['Q190135'],mintaka,Which 1940 Disney movie did not feature the Little Mermaid as a character,En qué película de Disney del año 1940 La Sirenita no aparece como un personaje,Which 1940 Disney movie did not feature the La Sirenita as a character
5a7a384e,it,en,Which 1952 Gene Kelly movie failed to earn a Best Picture nod at the Oscars that year?,"¿Qué película del año 1952 en la que actuó Gene Kelly, no ganó el Óscar a la mejor película de ese año?",['Q102427'],mintaka,Which 1952 Gene Kelly movie failed to earn a Best Picture nod at the Oscars that year,Qué película del año 1952 en la que actuó Gene Kelly no ganó el Óscar a la mejor película de ese año,Which 1952 Gene Kelly movie failed to earn a Anexo:Óscar a la mejor película nod at the premios Óscar that year
15e8a708,it,en,"Which movie did Gollum not survive in, in Lord of the Rings?",¿En qué película de la saga El Señor de los Anillos Gollum no sobrevive?,['Q190214'],mintaka,Which movie did Gollum not survive in in Lord of the Rings,En qué película de la saga El Señor de los Anillos Gollum no sobrevive,Which movie did Gollum not survive in in El señor de los anillos
5d65d703,it,en,Which Pirates of the Caribbean movie did Keira Knightley not appear in?,¿En qué película de Piratas del Caribe ni apareció Keira Knightkley?,"['Q194318', 'Q42581']",mintaka,Which Pirates of the Caribbean movie did Keira Knightley not appear in,En qué película de Piratas del Caribe ni apareció Keira Knightkley,Which Los Piratas del Caribe movie did Keira Knight not appear in
6b22aff8,it,en,Which Lord of the Rings movie did not get nominated for the Best Director Oscar?,¿Qué película de la saga de El Señor de los Anillos no fue nominada al Óscar para Mejor Director?,['Q190214'],mintaka,Which Lord of the Rings movie did not get nominated for the Best Director Oscar,Qué película de la saga de El Señor de los Anillos no fue nominada al Óscar para Mejor Director,Which El señor de los anillos movie did not get nominated for the Óscar
6e2cbdb3,it,en,Which Captain America (MCU) movie does not star Scarlett Johansson?,¿Qué película de Capitán América (UCM) no protagoniza Scarlett Johansson?,['Q190679'],mintaka,Which Captain America MCU movie does not star Scarlett Johansson,Qué película de Capitán América UCM no protagoniza Scarlett Johansson,Which Captain América MCU movie does not star Scarlett Johansson
1402f805,it,en,Which was the first DC Extended Universe movie to not involve Charles Roven as a producer?,¿Cuál fue la primera película del Universo Extendido de DC que no tuvo a Charles Roven como productor?,['Q18281265'],mintaka,Which was the first DC Extended Universe movie to not involve Charles Roven as a producer,Cuál fue la primera película del Universo Extendido de DC que no tuvo a Charles Roven como productor,Which was the first Universo extendido de DC movie to not involve Carlos Roven as a producer
fa08c557,it,en,Which The Godfather movie was not released in the 1970s?,¿Qué película de la saga El Padrino no se estrenó en la década de 1970?,['Q47703'],mintaka,Which The Godfather movie was not released in the 1970s,Qué película de la saga El Padrino no se estrenó en la década de 1970,Which El Padrino movie was not released in the 1970s
66e66d5d,it,en,"Who starred in ""Rebel Without a Cause"" but was not awarded an Academy Award for his/her acting?",¿Quién protagonizó ¨Rebelde sin Causa¨ pero no ganó un Premio de la Academia por su actuación?,['Q426346'],mintaka,Who starred in Rebel Without a Cause but was not awarded an Academy Award for hisher acting,Quién protagonizó Rebelde sin Causa pero no ganó un Premio de la Academia por su actuación,Who starred in Rebelde sin causa but was not awarded an Premios Óscar for hisher acting
d4a90c39,it,en,"Who wrote, ""Live and Let Die"", for the 1973 James Bond movie of the same name, which was nominated for, but did not win, the Best Original Song Oscar?","¿Quién escribió Live and Let Die para la película de James Bond de 1973 con el mismo nombre, que fue nominada, pero no ganó el Óscar a la mejor canción original?",['Q112243'],mintaka,Who wrote Live and Let Die for the 1973 James Bond movie of the same name which was nominated for but did not win the Best Original Song Oscar,Quién escribió Live and Let Die para la película de James Bond de 1973 con el mismo nombre que fue nominada pero no ganó el Óscar a la mejor canción original,Who wrote Vive y deja morir for the 1973 James Bond movie of the same name which was nominated for but did not win the Óscar
a1c278e9,it,en,Who was nominated for the award in Cinematography for their role in Judas and the Black Messiah but did not win?,¿Quién fue nominado para el premio en Cinematografía por su papel en Judas y el Mesías Negro pero no lo ganó?,['Q590870'],mintaka,Who was nominated for the award in Cinematography for their role in Judas and the Black Messiah but did not win,Quién fue nominado para el premio en Cinematografía por su papel en Judas y el Mesías Negro pero no lo ganó,Who was nominated for the award in Cinematography for their role in Judas y el Mesías Negro but did not win
553cdcad,it,en,What was the first live action Spider-Man movie to not include Tobey Maguire?,¿Cuál fue la primera película de Spiderman que no incluyó a Tobey Maguire?,['Q79037'],mintaka,What was the first live action SpiderMan movie to not include Tobey Maguire,Cuál fue la primera película de Spiderman que no incluyó a Tobey Maguire,What was the first live action Spiderman movie to not include Tobey Maguire
474bb18f,it,en,"What was the last movie Clint Eastwood starred in, but was not a Dirty Harry movie?",¿Cuál fue la última película protagonizada por Clint Eastwood que no fue una película de Harry el Sucio?,['Q110206'],mintaka,What was the last movie Clint Eastwood starred in but was not a Dirty Harry movie,Cuál fue la última película protagonizada por Clint Eastwood que no fue una película de Harry el Sucio,What was the last movie Clint Eastwood starred in but was not a Harry Potter el Sucio movie
5c56b957,it,en,Which movie did Leo DiCaprio receive an Oscar nomination for in 2005 for Best Actor but did not win?,"¿Por qué película recibió Leo DiCaprio una nominación al premio Óscar en 2005, pero no ganó?",['Q19020'],mintaka,Which movie did Leo DiCaprio receive an Oscar nomination for in 2005 for Best Actor but did not win,Por qué película recibió Leo DiCaprio una nominación al premio Óscar en 2005 pero no ganó,Which movie did Leo DiCaprio receive an Óscar nomination for in 2005 for Óscar but did not win
9f61e8d8,it,en,Which Scorsese movie has won an Oscar for Best Director without De Niro participating in the project?,"¿Qué película de Scorsese, sin la participación de DeNiro en el proyecto, ganó el Óscar a Mejor Director?",['Q103360'],mintaka,Which Scorsese movie has won an Oscar for Best Director without De Niro participating in the project,Qué película de Scorsese sin la participación de DeNiro en el proyecto ganó el Óscar a Mejor Director,Which Scorsese movie has won an Óscar for Best Director without De Niro participating in the project
9bcc144a,it,en,Which Lawrence of Arabia actor was nominated for Best Actor but did not win?,¿Qué actor de la película Lawrence de Arabia fue nominado como Mejor Actor pero no ganó?,['Q228186'],mintaka,Which Lawrence of Arabia actor was nominated for Best Actor but did not win,Qué actor de la película Lawrence de Arabia fue nominado como Mejor Actor pero no ganó,Which Lawrence of Arabia actor was nominated for Óscar but did not win
789cf0fa,it,en,Which Lord of the Rings movies did not feature Gandalf the Grey?,¿Cuál de las películas de El Señor de los Anillos no mostró a Gandalf el Gris?,['Q190214'],mintaka,Which Lord of the Rings movies did not feature Gandalf the Grey,Cuál de las películas de El Señor de los Anillos no mostró a Gandalf el Gris,Which El señor de los anillos movies did not feature Gandalf the Grey
4001d7e5,it,en,Which Matrix movie did Lilly Wachowski not direct?,¿Cuál de las películas de Matrix no fue dirigida por Lily Wachowski?,['Q9544977'],mintaka,Which Matrix movie did Lilly Wachowski not direct,Cuál de las películas de Matrix no fue dirigida por Lily Wachowski,Which Matrix movie did Lily Hermanas Wachowski not direct
4ee23829,it,en,Which Korean-American actor was nominated for Best Actor but did not win?,¿Qué actor coreano-estadounidense fue nominado como Mejor Actor pero no ganó?,['Q276879'],mintaka,Which KoreanAmerican actor was nominated for Best Actor but did not win,Qué actor coreanoestadounidense fue nominado como Mejor Actor pero no ganó,Which KoreanAmerican actor was nominated for Óscar but did not win
b35fda31,it,en,Which is the only Final Destination movie not to be filmed in Canada?,¿Cuál es la única película de Destino final que no fue rodada en Canadá?,"['Q16', 'Q223261']",mintaka,Which is the only Final Destination movie not to be filmed in Canada,Cuál es la única película de Destino final que no fue rodada en Canadá,Which is the only Destino movie not to be filmed in Canadá
70c8ae5a,it,en,Which actor not born in the United States starred as Spider-Man?,¿Qué actor no nacido en Estados Unidos interpretó el papel de hombre araña?,['Q30'],mintaka,Which actor not born in the United States starred as SpiderMan,Qué actor no nacido en Estados Unidos interpretó el papel de hombre araña,Which actor not born in the Los Estados Unidos starred as Spiderman
506bbee1,it,en,"Which 2021 Emmy award was Cobra Kai nominated for, but did not win?",¿Para qué premio en 2021 fue nominada Cobra-Kai pero no ganó?,['Q48326845'],mintaka,Which 2021 Emmy award was Cobra Kai nominated for but did not win,Para qué premio en 2021 fue nominada CobraKai pero no ganó,Which 2021 Premios Emmy award was Cobra Kai nominated for but did not win
b6c5c17c,it,en,Which movie is part of the Marvel Cinematic Universe and has Chadwick Boseman in the titular role?,¿Qué película es parte de el Universo Cinematográfico de Marvel y tiene a Chadwick Boseman en el papel principal?,['Q642878'],mintaka,Which movie is part of the Marvel Cinematic Universe and has Chadwick Boseman in the titular role,Qué película es parte de el Universo Cinematográfico de Marvel y tiene a Chadwick Boseman en el papel principal,Which movie is part of the Universo Cinematográfico de Marvel and has Chadwick Boseman in the titular role
c2c5a492,it,en,"Which actor plays Ethan Hunt in the Mission Impossible series and was born in Syracuse, New York?","¿Qué actor interpreta a Ethan Hunt en la saga de Misión Imposible y nació en Syracuse, Nueva York?",['Q1356213'],mintaka,Which actor plays Ethan Hunt in the Mission Impossible series and was born in Syracuse New York,Qué actor interpreta a Ethan Hunt en la saga de Misión Imposible y nació en Syracuse Nueva York,Which actor plays Ethan Hunt in the Mission: Impossible - The Final Reckoning series and was born in Syracuse
60d0d2bf,it,en,Which actress from Germany was in the movie Troy?,¿Qué actriz de Alemania apareció en la película Troya?,['Q183'],mintaka,Which actress from Germany was in the movie Troy,Qué actriz de Alemania apareció en la película Troya,Which actress from Alemania was in the movie Troya
3a1ab80f,it,en,Who directed both Psycho as well as a movie starring a wheelchair-bound photographer?,¿Quién dirigió tanto Psicosis como también una película protagonizada por un fotógrafo en silla de ruedas?,['Q163038'],mintaka,Who directed both Psycho as well as a movie starring a wheelchairbound photographer,Quién dirigió tanto Psicosis como también una película protagonizada por un fotógrafo en silla de ruedas,Who directed both Psicosis as well as a movie starring a wheelchairbound photographer
fd4d3a28,it,en,Which movie was directed by the Coen brothers and starred John Turturro?,¿Qué película fue dirigida por los hermanos Coen y tuvo como protagonista a John Turturro?,['Q56095'],mintaka,Which movie was directed by the Coen brothers and starred John Turturro,Qué película fue dirigida por los hermanos Coen y tuvo como protagonista a John Turturro,Which movie was directed by the hermanos hermanos Coen and starred John Turturro
d51b7dab,it,en,Which movie was directed by the Coen brothers and starred Javier Bardem?,¿Qué película fue dirigida por los hermanos Coen y protagonizada por Javier Bardem?,['Q56095'],mintaka,Which movie was directed by the Coen brothers and starred Javier Bardem,Qué película fue dirigida por los hermanos Coen y protagonizada por Javier Bardem,Which movie was directed by the hermanos hermanos Coen and starred Javier Bardem
